Time, C, R, AVG
0.8795, -9.551994E-07, -4.024934E-08, -4.900998E-07
0.8796, -9.731976E-07, -4.002172E-08, -4.988332E-07
0.8797, -9.928652E-07, -3.090667E-08, -5.038697E-07
0.8798, -1.002016E-06, -1.001241E-08, -4.977476E-07
0.8799, -1.00084E-06, 2.676572E-09, -4.907191E-07
0.88, -9.987306E-07, 1.119721E-08, -4.853507E-07
0.8801, -9.947015E-07, 1.076669E-09, -4.885143E-07
0.8802, -9.92706E-07, 2.177592E-09, -4.869735E-07
0.8803, -9.854293E-07, 7.498371E-09, -4.806911E-07
0.8804, -9.859907E-07, 1.86903E-08, -4.752779E-07
0.8805, -9.869772E-07, 1.967368E-08, -4.75263E-07
0.8806, -9.847387E-07, 2.453946E-08, -4.71689E-07
0.8807, -9.771129E-07, 4.249814E-08, -4.588107E-07
0.8807999, -9.665811E-07, 5.926779E-08, -4.451079E-07
0.8809, -9.56345E-07, 6.89333E-08, -4.351619E-07
0.881, -9.473005E-07, 8.054371E-08, -4.24813E-07
0.8811, -9.396747E-07, 9.246217E-08, -4.150052E-07
0.8812, -9.268135E-07, 1.03221E-07, -4.032126E-07
0.8813, -9.130719E-07, 1.098921E-07, -3.930652E-07
0.8814, -9.022289E-07, 1.236897E-07, -3.807203E-07
0.8815, -8.912417E-07, 1.440922E-07, -3.64947E-07
0.8816, -8.680231E-07, 1.642893E-07, -3.432643E-07
0.8817, -8.382334E-07, 1.79283E-07, -3.209959E-07
0.8818, -8.192108E-07, 1.768098E-07, -3.129003E-07
0.8819, -8.068426E-07, 1.650012E-07, -3.12822E-07
0.882, -7.865604E-07, 1.626526E-07, -3.040438E-07
0.8821, -7.643965E-07, 1.799506E-07, -2.843534E-07
0.8822, -7.599273E-07, 2.025698E-07, -2.706579E-07
0.8823, -7.685091E-07, 2.1567E-07, -2.682181E-07
0.8824, -7.734259E-07, 2.268549E-07, -2.649498E-07
0.8825, -7.662555E-07, 2.400284E-07, -2.547279E-07
0.8825999, -7.585691E-07, 2.66236E-07, -2.376265E-07
0.8827, -7.481434E-07, 2.759012E-07, -2.275874E-07
0.8828, -7.341059E-07, 2.826235E-07, -2.172685E-07
0.8829, -7.143321E-07, 2.845463E-07, -2.065689E-07
0.883, -7.026014E-07, 3.048685E-07, -1.904708E-07
0.8831, -7.048854E-07, 3.337772E-07, -1.768986E-07
0.8832, -7.244391E-07, 3.61812E-07, -1.722615E-07
0.8833, -7.50397E-07, 3.790584E-07, -1.762572E-07
0.8834, -7.666121E-07, 3.869772E-07, -1.802042E-07
0.8835, -7.661189E-07, 3.89003E-07, -1.78932E-07
0.8836, -7.578558E-07, 3.962025E-07, -1.712095E-07
0.8837, -7.559285E-07, 4.036589E-07, -1.664716E-07
0.8838, -7.614144E-07, 4.049285E-07, -1.685235E-07
0.8839, -7.734942E-07, 3.9654E-07, -1.787268E-07
0.884, -7.768861E-07, 3.821849E-07, -1.876917E-07
0.8841, -7.798149E-07, 3.764166E-07, -1.920639E-07
0.8842, -7.757023E-07, 3.694884E-07, -1.935637E-07
0.8843, -7.819698E-07, 3.635878E-07, -1.996447E-07
0.8844, -7.902102E-07, 3.570705E-07, -2.070092E-07
0.8845, -7.993383E-07, 3.52139E-07, -2.14004E-07
0.8846, -7.960755E-07, 3.475081E-07, -2.147539E-07
0.8847, -7.787526E-07, 3.411969E-07, -2.09445E-07
0.8848, -7.51778E-07, 3.338137E-07, -1.999356E-07
0.8849, -7.261312E-07, 3.17022E-07, -1.958616E-07
0.885, -7.111756E-07, 2.946819E-07, -1.998647E-07
0.8851, -7.097793E-07, 2.713145E-07, -2.110566E-07
0.8852, -7.061903E-07, 2.485342E-07, -2.20872E-07
0.8853, -6.96129E-07, 2.314196E-07, -2.246252E-07
0.8854, -6.801795E-07, 2.259814E-07, -2.195477E-07
0.8855, -6.711197E-07, 2.246969E-07, -2.157462E-07
0.8856, -6.737982E-07, 2.169981E-07, -2.209767E-07
0.8857, -6.746935E-07, 1.949076E-07, -2.326462E-07
0.8858, -6.691696E-07, 1.811029E-07, -2.369477E-07
0.8859, -6.631221E-07, 1.778518E-07, -2.35627E-07
0.886, -6.621433E-07, 1.877008E-07, -2.301392E-07
0.8861, -6.64025E-07, 1.962214E-07, -2.267331E-07
0.8862, -6.560274E-07, 1.897044E-07, -2.261138E-07
0.8863, -6.480525E-07, 1.721054E-07, -2.311389E-07
0.8864, -6.405938E-07, 1.564587E-07, -2.354254E-07
0.8865, -6.385982E-07, 1.613025E-07, -2.319821E-07
0.8866, -6.386362E-07, 1.807068E-07, -2.221369E-07
0.8867, -6.470207E-07, 2.012927E-07, -2.157947E-07
0.8868, -6.586149E-07, 2.026651E-07, -2.207975E-07
0.8868999, -6.695412E-07, 1.952966E-07, -2.299153E-07
0.887, -6.708918E-07, 1.951571E-07, -2.306503E-07
0.8871, -6.782217E-07, 2.175116E-07, -2.228906E-07
0.8872, -6.960076E-07, 2.56504E-07, -2.118142E-07
0.8873, -7.113957E-07, 2.872105E-07, -2.037709E-07
0.8874, -7.171168E-07, 3.010815E-07, -1.995327E-07
0.8875, -7.133532E-07, 2.965385E-07, -1.999916E-07
0.8876, -7.138996E-07, 2.958633E-07, -2.006035E-07
0.8877, -7.088992E-07, 3.113852E-07, -1.902547E-07
0.8878, -7.039293E-07, 3.444768E-07, -1.709896E-07
0.8879, -7.074653E-07, 3.768712E-07, -1.562609E-07
0.888, -7.180275E-07, 4.010828E-07, -1.491465E-07
0.8881, -7.303728E-07, 4.14029E-07, -1.486353E-07
0.8882, -7.381655E-07, 4.255513E-07, -1.466094E-07
0.8883, -7.443722E-07, 4.349452E-07, -1.448859E-07
0.8884, -7.621429E-07, 4.443829E-07, -1.488256E-07
0.8885, -7.879642E-07, 4.571014E-07, -1.550559E-07
0.8886, -8.158646E-07, 4.737903E-07, -1.602901E-07
0.8886999, -8.341285E-07, 4.969744E-07, -1.574845E-07
0.8888, -8.511099E-07, 5.096855E-07, -1.593722E-07
0.8889, -8.710886E-07, 5.109551E-07, -1.685497E-07
0.889, -8.833125E-07, 5.167014E-07, -1.716387E-07
0.8891, -8.741009E-07, 5.385791E-07, -1.559886E-07
0.8892, -8.641078E-07, 5.690727E-07, -1.355744E-07
0.8893, -8.727048E-07, 5.862827E-07, -1.310528E-07
0.8894, -9.028511E-07, 5.917136E-07, -1.43114E-07
0.8895, -9.329519E-07, 5.964033E-07, -1.555297E-07
0.8896, -9.438177E-07, 6.069714E-07, -1.554999E-07
0.8897, -9.478317E-07, 6.260897E-07, -1.47755E-07
0.8898, -9.549339E-07, 6.424559E-07, -1.429274E-07
0.8899, -9.710124E-07, 6.463089E-07, -1.488741E-07
0.89, -9.847236E-07, 6.405551E-07, -1.585403E-07
0.8901, -1.00449E-06, 6.331208E-07, -1.720378E-07
0.8902, -1.016645E-06, 6.301926E-07, -1.795027E-07
0.8903, -1.01506E-06, 6.245781E-07, -1.815771E-07
0.8904, -9.964542E-07, 6.191105E-07, -1.752088E-07
0.8904999, -9.855657E-07, 6.103624E-07, -1.743023E-07
0.8906, -9.821892E-07, 5.964403E-07, -1.797192E-07
0.8907, -9.739489E-07, 5.648532E-07, -1.917245E-07
0.8908, -9.528548E-07, 5.241364E-07, -2.020509E-07
0.8909, -9.300609E-07, 5.017304E-07, -2.022337E-07
0.891, -9.148322E-07, 4.978552E-07, -1.967161E-07
0.8911, -9.042851E-07, 5.107572E-07, -1.84972E-07
0.8912, -9.006126E-07, 5.138981E-07, -1.815697E-07
0.8913, -8.953392E-07, 4.994552E-07, -1.863187E-07
0.8914, -8.916894E-07, 4.751557E-07, -1.968765E-07
0.8915, -8.824095E-07, 4.543203E-07, -2.029052E-07
0.8916, -8.759599E-07, 4.552377E-07, -1.992678E-07
0.8917, -8.652611E-07, 4.747596E-07, -1.840839E-07
0.8918, -8.478016E-07, 4.884247E-07, -1.685532E-07
0.8919, -8.161376E-07, 4.919181E-07, -1.512093E-07
0.892, -7.883511E-07, 4.813202E-07, -1.429349E-07
0.8921, -7.764383E-07, 4.809974E-07, -1.372419E-07
0.8922, -7.872586E-07, 4.924389E-07, -1.367457E-07
0.8923, -7.882146E-07, 5.045408E-07, -1.310639E-07
0.8924, -7.643055E-07, 5.049592E-07, -1.190959E-07
0.8925, -7.182323E-07, 4.96703E-07, -1.006402E-07
0.8926, -6.867657E-07, 4.890339E-07, -8.90676E-08
0.8927, -6.7288E-07, 4.88388E-07, -8.25688E-08
0.8928, -6.621964E-07, 4.995505E-07, -7.164172E-08
0.8929, -6.391446E-07, 5.169074E-07, -5.148483E-08
0.893, -6.148181E-07, 5.303743E-07, -3.267862E-08
0.8931, -6.00773E-07, 5.282754E-07, -2.684008E-08
0.8932, -5.891561E-07, 5.241508E-07, -2.322509E-08
0.8933, -5.825016E-07, 5.276958E-07, -1.815125E-08
0.8934, -5.757029E-07, 5.375668E-07, -9.790798E-09
0.8935, -5.740563E-07, 5.554153E-07, 9.175786E-11
0.8936, -5.708467E-07, 5.745262E-07, 1.138449E-08
0.8937, -5.687753E-07, 5.84243E-07, 1.734231E-08
0.8938, -5.658388E-07, 5.779019E-07, 1.556269E-08
0.8939, -5.618854E-07, 5.584974E-07, 7.642464E-09
0.894, -5.601023E-07, 5.407517E-07, -5.015426E-10
0.8941, -5.597837E-07, 5.2294E-07, -9.39919E-09
0.8942, -5.667493E-07, 5.075206E-07, -2.066213E-08
0.8943, -5.696858E-07, 4.98692E-07, -2.659379E-08
0.8944, -5.757409E-07, 4.95492E-07, -3.11975E-08
0.8945, -5.873198E-07, 5.053632E-07, -3.187262E-08
0.8946, -5.965391E-07, 5.281213E-07, -2.483668E-08
0.8947, -6.002722E-07, 5.467772E-07, -1.718875E-08
0.8947999, -5.99726E-07, 5.545198E-07, -1.298442E-08
0.8949, -6.012132E-07, 5.435405E-07, -1.929677E-08
0.895, -6.079589E-07, 5.259342E-07, -3.156325E-08
0.8951, -6.091349E-07, 5.077555E-07, -4.138231E-08
0.8952, -6.134979E-07, 4.959691E-07, -4.951887E-08
0.8953, -6.218064E-07, 4.96681E-07, -5.324197E-08
0.8954, -6.278766E-07, 5.041227E-07, -5.244361E-08
0.8955, -6.279297E-07, 5.098397E-07, -4.956358E-08
0.8956, -6.086491E-07, 5.195125E-07, -3.516694E-08
0.8957, -5.906281E-07, 5.208261E-07, -2.563886E-08
0.8958, -5.849903E-07, 5.140598E-07, -2.630651E-08
0.8959, -5.871302E-07, 4.98523E-07, -3.525649E-08
0.896, -5.87077E-07, 4.863624E-07, -4.141202E-08
0.8961, -5.843379E-07, 4.88395E-07, -3.9032E-08
0.8962, -5.861286E-07, 4.886522E-07, -3.97817E-08
0.8963, -5.851574E-07, 4.930336E-07, -3.707699E-08
0.8964, -5.841861E-07, 4.977971E-07, -3.4178E-08
0.8965, -5.921457E-07, 5.058333E-07, -3.400636E-08
0.8965999, -6.129514E-07, 5.102E-07, -4.201611E-08
0.8967, -6.174207E-07, 5.123574E-07, -4.311681E-08
0.8968, -5.973738E-07, 5.050769E-07, -3.696135E-08
0.8969, -5.786395E-07, 4.956755E-07, -3.252935E-08
0.897, -5.787761E-07, 4.822523E-07, -3.941998E-08
0.8971, -5.993996E-07, 4.814523E-07, -4.996657E-08
0.8972, -6.128225E-07, 4.847549E-07, -5.488732E-08
0.8973, -6.251831E-07, 4.900979E-07, -5.82486E-08
0.8974, -6.290908E-07, 4.952573E-07, -5.754719E-08
0.8975, -6.172235E-07, 4.938482E-07, -5.242866E-08
0.8976, -5.972296E-07, 4.91529E-07, -4.377728E-08
0.8977, -5.812345E-07, 4.928499E-07, -3.524156E-08
0.8978, -5.858024E-07, 5.018034E-07, -3.293613E-08
0.8979, -5.946649E-07, 5.179932E-07, -2.906368E-08
0.898, -6.013497E-07, 5.320622E-07, -2.519865E-08
0.8981, -5.928135E-07, 5.315632E-07, -2.125529E-08
0.8982, -5.821449E-07, 5.293983E-07, -1.711048E-08
0.8983, -5.787532E-07, 5.1985E-07, -2.029655E-08
0.8983999, -5.888677E-07, 5.303522E-07, -1.993092E-08
0.8985, -5.945738E-07, 5.365463E-07, -1.958775E-08
0.8986, -5.911214E-07, 5.421094E-07, -1.506239E-08
0.8987, -5.927831E-07, 5.329504E-07, -2.053524E-08
0.8988, -5.975407E-07, 5.228226E-07, -2.802268E-08
0.8989, -5.958335E-07, 5.151313E-07, -3.109307E-08
0.899, -5.728652E-07, 5.020825E-07, -2.643349E-08
0.8991, -5.398658E-07, 4.780911E-07, -2.240437E-08
0.8992, -5.125951E-07, 4.535787E-07, -2.145677E-08
0.8993, -5.000601E-07, 4.419171E-07, -2.122168E-08
0.8994, -5.00227E-07, 4.32626E-07, -2.602675E-08
0.8995, -5.080045E-07, 4.153721E-07, -3.86214E-08
0.8996, -5.120261E-07, 3.943236E-07, -5.129835E-08
0.8997, -5.121476E-07, 3.774952E-07, -5.99125E-08
0.8998, -5.054096E-07, 3.702222E-07, -6.029681E-08
0.8999, -4.93785E-07, 3.691141E-07, -5.514462E-08
0.9, -4.746334E-07, 3.883717E-07, -3.593912E-08
0.9001, -4.650196E-07, 4.142418E-07, -1.806177E-08
0.9001999, -4.628344E-07, 4.34644E-07, -6.616163E-09
0.9003, -4.648071E-07, 4.354147E-07, -7.194359E-09
0.9004, -4.549203E-07, 4.385706E-07, -7.290912E-10
0.9005, -4.360115E-07, 4.436345E-07, 1.114185E-08
0.9006, -4.251915E-07, 4.421298E-07, 1.569686E-08
0.9007, -4.204187E-07, 4.299029E-07, 1.182813E-08
0.9008, -4.199937E-07, 4.195844E-07, 6.791824E-09
0.9009, -4.216478E-07, 4.237093E-07, 8.07537E-09
0.901, -4.242883E-07, 4.381598E-07, 1.412277E-08
0.9011, -4.317775E-07, 4.54489E-07, 1.874129E-08
0.9012, -4.409663E-07, 4.707962E-07, 2.251294E-08
0.9013, -4.560964E-07, 4.792876E-07, 1.939044E-08
0.9014, -4.780632E-07, 4.876985E-07, 1.286564E-08
0.9015, -4.944148E-07, 4.957345E-07, 8.911081E-09
0.9016, -5.062366E-07, 4.994479E-07, 4.986362E-09
0.9017, -5.043472E-07, 4.947948E-07, 3.549994E-09
0.9018, -4.96251E-07, 4.947948E-07, 7.530603E-09
0.9019, -4.838906E-07, 5.008716E-07, 1.669688E-08
0.902, -4.860759E-07, 5.017594E-07, 1.607374E-08
0.9021, -4.963118E-07, 5.082989E-07, 1.43653E-08
0.9022, -5.107741E-07, 5.221694E-07, 1.430552E-08
0.9023, -5.107589E-07, 5.555694E-07, 3.129132E-08
0.9024, -4.900822E-07, 5.792228E-07, 5.348114E-08
0.9025, -4.629482E-07, 5.985833E-07, 7.666361E-08
0.9026, -4.478864E-07, 6.115291E-07, 9.064978E-08
0.9027, -4.500185E-07, 6.203946E-07, 9.410811E-08
0.9028, -4.517031E-07, 6.308747E-07, 9.860728E-08
0.9029, -4.452004E-07, 6.505288E-07, 1.117953E-07
0.903, -4.440243E-07, 6.761935E-07, 1.254198E-07
0.9031, -4.420894E-07, 7.023938E-07, 1.396896E-07
0.9032, -4.361101E-07, 7.053148E-07, 1.441142E-07
0.9033, -4.301916E-07, 6.963316E-07, 1.424577E-07
0.9034, -4.416492E-07, 6.838407E-07, 1.304748E-07
0.9035, -4.674174E-07, 6.850736E-07, 1.184322E-07
0.9036, -4.841788E-07, 6.908423E-07, 1.131235E-07
0.9037, -4.882004E-07, 6.830994E-07, 1.072103E-07
0.9038, -4.856965E-07, 6.695591E-07, 1.015584E-07
0.9039, -4.932085E-07, 6.569946E-07, 9.147811E-08
0.904, -5.018737E-07, 6.572885E-07, 8.73671E-08
0.9041, -5.176183E-07, 6.619854E-07, 8.201357E-08
0.9042, -5.332644E-07, 6.691041E-07, 7.79396E-08
0.9043, -5.54442E-07, 6.617134E-07, 6.37704E-08
0.9044, -5.786092E-07, 6.465509E-07, 4.418053E-08
0.9044999, -6.006061E-07, 6.341555E-07, 2.706436E-08
0.9046, -6.149319E-07, 6.322769E-07, 1.906588E-08
0.9047, -6.179139E-07, 6.303174E-07, 1.660369E-08
0.9048, -6.182174E-07, 6.226846E-07, 1.257444E-08
0.9049, -6.142718E-07, 6.180243E-07, 1.214538E-08
0.905, -6.049615E-07, 6.149492E-07, 1.515971E-08
0.9051, -6.049994E-07, 6.053865E-07, 1.028008E-08
0.9052, -6.164948E-07, 5.947817E-07, -7.62574E-10
0.9053, -6.306764E-07, 5.790617E-07, -1.572616E-08
0.9054, -6.308055E-07, 5.686477E-07, -2.108344E-08
0.9055, -6.265033E-07, 5.595472E-07, -2.359427E-08
0.9056, -6.370049E-07, 5.589308E-07, -2.907091E-08
0.9057, -6.623405E-07, 5.450454E-07, -4.858603E-08
0.9058, -6.959697E-07, 5.066549E-07, -8.463553E-08
0.9059, -7.239155E-07, 4.51913E-07, -1.262027E-07
0.906, -7.369362E-07, 4.044148E-07, -1.567494E-07
0.9061, -7.331953E-07, 3.648722E-07, -1.75011E-07
0.9062, -7.243708E-07, 3.339309E-07, -1.864008E-07
0.9062999, -7.232023E-07, 3.123542E-07, -1.967944E-07
0.9064, -7.315944E-07, 2.973898E-07, -2.085274E-07
0.9065, -7.43014E-07, 2.825209E-07, -2.217004E-07
0.9066, -7.502907E-07, 2.648852E-07, -2.342429E-07
0.9067, -7.629016E-07, 2.404024E-07, -2.528888E-07
0.9068, -7.598513E-07, 2.170055E-07, -2.632824E-07
0.9069, -7.472783E-07, 1.878181E-07, -2.719376E-07
0.907, -7.223373E-07, 1.611996E-07, -2.732061E-07
0.9071, -7.194616E-07, 1.339792E-07, -2.856292E-07
0.9072, -7.259947E-07, 1.101788E-07, -3.009398E-07
0.9073, -7.356387E-07, 9.115593E-08, -3.153514E-07
0.9074, -7.35229E-07, 8.452128E-08, -3.185226E-07
0.9075, -7.324974E-07, 8.089586E-08, -3.190225E-07
0.9076, -7.215558E-07, 7.440823E-08, -3.169407E-07
0.9077, -6.940196E-07, 5.154732E-08, -3.150231E-07
0.9078, -6.630538E-07, 1.610713E-08, -3.178137E-07
0.9079, -6.386969E-07, -1.163457E-08, -3.199402E-07
0.908, -6.192039E-07, -3.950087E-08, -3.245215E-07
0.9080999, -5.919561E-07, -6.79175E-08, -3.255698E-07
0.9082, -5.705206E-07, -9.831564E-08, -3.30483E-07
0.9083, -5.66628E-07, -1.196648E-07, -3.394217E-07
0.9084, -5.795804E-07, -1.373519E-07, -3.547809E-07
0.9085, -5.911746E-07, -1.585324E-07, -3.712481E-07
0.9086, -5.933294E-07, -1.819439E-07, -3.842084E-07
0.9087, -5.854001E-07, -2.050618E-07, -3.920615E-07
0.9088, -5.584862E-07, -2.307556E-07, -3.918898E-07
0.9089, -5.308287E-07, -2.543873E-07, -3.903043E-07
0.909, -5.060545E-07, -2.615209E-07, -3.817499E-07
0.9091, -4.995518E-07, -2.539324E-07, -3.746952E-07
0.9092, -4.880259E-07, -2.424541E-07, -3.631935E-07
0.9093, -4.787839E-07, -2.404946E-07, -3.576535E-07
0.9094, -4.691322E-07, -2.503215E-07, -3.579034E-07
0.9095, -4.643367E-07, -2.596127E-07, -3.602687E-07
0.9096, -4.542146E-07, -2.596274E-07, -3.552994E-07
0.9097, -4.417782E-07, -2.585266E-07, -3.486253E-07
0.9098, -4.351616E-07, -2.638033E-07, -3.480545E-07
0.9099, -4.27756E-07, -2.713111E-07, -3.482298E-07
0.91, -4.229301E-07, -2.741293E-07, -3.472897E-07
0.9101, -4.149402E-07, -2.84404E-07, -3.485843E-07
0.9102, -4.059563E-07, -3.000729E-07, -3.521322E-07
0.9103, -4.033006E-07, -3.123656E-07, -3.570753E-07
0.9104, -3.973821E-07, -3.093493E-07, -3.526321E-07
0.9105, -4.041655E-07, -2.976656E-07, -3.500281E-07
0.9106, -4.045677E-07, -2.886166E-07, -3.456259E-07
0.9107, -4.006523E-07, -2.883304E-07, -3.435553E-07
0.9108, -3.909778E-07, -2.896954E-07, -3.394926E-07
0.9109, -3.78845E-07, -2.98627E-07, -3.380675E-07
0.911, -3.794748E-07, -3.06531E-07, -3.423951E-07
0.9111, -3.939067E-07, -3.152132E-07, -3.539041E-07
0.9112, -4.120491E-07, -3.105089E-07, -3.604328E-07
0.9113, -4.258438E-07, -2.874129E-07, -3.554748E-07
0.9114, -4.278166E-07, -2.613888E-07, -3.432158E-07
0.9115, -4.289927E-07, -2.368984E-07, -3.313448E-07
0.9116, -4.375593E-07, -2.318345E-07, -3.329825E-07
0.9117, -4.559901E-07, -2.420944E-07, -3.472598E-07
0.9118, -4.752328E-07, -2.558772E-07, -3.637271E-07
0.9119, -4.94134E-07, -2.600164E-07, -3.751243E-07
0.912, -5.094994E-07, -2.515472E-07, -3.783737E-07
0.9121, -5.328091E-07, -2.400689E-07, -3.839995E-07
0.9122, -5.4693E-07, -2.275999E-07, -3.846039E-07
0.9123, -5.586305E-07, -2.109111E-07, -3.818731E-07
0.9123999, -5.716815E-07, -1.914113E-07, -3.783775E-07
0.9125, -5.913112E-07, -1.669503E-07, -3.755944E-07
0.9126, -6.027763E-07, -1.451534E-07, -3.701513E-07
0.9127, -6.012966E-07, -1.282369E-07, -3.608246E-07
0.9128, -5.994831E-07, -1.238995E-07, -3.577281E-07
0.9129, -6.148561E-07, -1.186888E-07, -3.626377E-07
0.913, -6.382796E-07, -1.015082E-07, -3.654208E-07
0.9131, -6.543582E-07, -7.396491E-08, -3.59325E-07
0.9132, -6.591309E-07, -4.925447E-08, -3.491104E-07
0.9133, -6.607244E-07, -3.420938E-08, -3.422459E-07
0.9134, -6.665214E-07, -2.290727E-08, -3.393509E-07
0.9135, -6.738435E-07, -1.333715E-08, -3.380861E-07
0.9136, -6.787149E-07, 1.994036E-09, -3.326878E-07
0.9137, -6.859537E-07, 3.007326E-08, -3.219733E-07
0.9138, -6.987999E-07, 7.587607E-08, -3.050063E-07
0.9139, -7.143246E-07, 1.123143E-07, -2.941165E-07
0.914, -7.245908E-07, 1.357184E-07, -2.87267E-07
0.9141, -7.233768E-07, 1.457143E-07, -2.815889E-07
0.9141999, -7.209259E-07, 1.503379E-07, -2.780335E-07
0.9143, -7.2214E-07, 1.48782E-07, -2.794213E-07
0.9144, -7.35191E-07, 1.604877E-07, -2.798876E-07
0.9145, -7.492208E-07, 1.964489E-07, -2.685053E-07
0.9146, -7.649807E-07, 2.35999E-07, -2.561493E-07
0.9147, -7.816662E-07, 2.637991E-07, -2.502214E-07
0.9148, -8.149692E-07, 2.835777E-07, -2.565412E-07
0.9149, -8.512465E-07, 3.126694E-07, -2.595893E-07
0.915, -8.804444E-07, 3.424511E-07, -2.588059E-07
0.9151, -8.991332E-07, 3.62516E-07, -2.577948E-07
0.9152, -9.191801E-07, 3.613051E-07, -2.682668E-07
0.9153, -9.42854E-07, 3.449981E-07, -2.881959E-07
0.9154, -9.674764E-07, 3.292705E-07, -3.082967E-07
0.9155, -9.910821E-07, 3.186069E-07, -3.253235E-07
0.9156, -1.012753E-06, 3.07657E-07, -3.415445E-07
0.9157, -1.042201E-06, 2.919515E-07, -3.640069E-07
0.9158, -1.065223E-06, 2.894269E-07, -3.766091E-07
0.9159, -1.079123E-06, 3.023582E-07, -3.768702E-07
0.9159999, -1.080626E-06, 3.254249E-07, -3.658833E-07
0.9161, -1.090467E-06, 3.515446E-07, -3.574445E-07
0.9162, -1.108496E-06, 3.763504E-07, -3.536989E-07
0.9163, -1.125743E-06, 3.987782E-07, -3.50778E-07
0.9164, -1.142869E-06, 4.041137E-07, -3.564859E-07
0.9165, -1.168174E-06, 4.003636E-07, -3.70834E-07
0.9166, -1.192288E-06, 3.977436E-07, -3.840219E-07
0.9167, -1.196545E-06, 4.013029E-07, -3.843055E-07
0.9168, -1.194359E-06, 4.159954E-07, -3.757624E-07
0.9169, -1.192576E-06, 4.385335E-07, -3.634288E-07
0.917, -1.195429E-06, 4.678824E-07, -3.499125E-07
0.9171, -1.186514E-06, 4.922994E-07, -3.33117E-07
0.9172, -1.174062E-06, 5.146761E-07, -3.156201E-07
0.9173, -1.177734E-06, 5.308659E-07, -3.091959E-07
0.9174, -1.190474E-06, 5.363407E-07, -3.126767E-07
0.9175, -1.196658E-06, 5.398782E-07, -3.139189E-07
0.9176, -1.191628E-06, 5.418597E-07, -3.104383E-07
0.9177, -1.167377E-06, 5.377354E-07, -3.006116E-07
0.9177999, -1.14538E-06, 5.06963E-07, -3.05439E-07
0.9179, -1.129833E-06, 4.773793E-07, -3.128332E-07
0.918, -1.125788E-06, 4.654535E-07, -3.169071E-07
0.9181, -1.115606E-06, 4.657619E-07, -3.117438E-07
0.9182, -1.09395E-06, 4.700699E-07, -2.989065E-07
0.9183, -1.071748E-06, 4.65116E-07, -2.905089E-07
0.9184, -1.057225E-06, 4.62415E-07, -2.847413E-07
0.9185, -1.040426E-06, 4.528449E-07, -2.813464E-07
0.9186, -1.017852E-06, 4.552668E-07, -2.690165E-07
0.9187, -9.910896E-07, 4.605437E-07, -2.53176E-07
0.9188, -9.641149E-07, 4.705688E-07, -2.348174E-07
0.9189, -9.359489E-07, 4.78803E-07, -2.167834E-07
0.919, -9.122827E-07, 4.814598E-07, -2.037969E-07
0.9191, -8.945424E-07, 4.74796E-07, -1.984621E-07
0.9192, -8.912265E-07, 4.573659E-07, -2.05692E-07
0.9193, -8.870836E-07, 4.46203E-07, -2.093296E-07
0.9194, -8.750949E-07, 4.46482E-07, -2.032933E-07
0.9195, -8.602E-07, 4.463205E-07, -1.960521E-07
0.9196, -8.381498E-07, 4.477883E-07, -1.844646E-07
0.9197, -8.242566E-07, 4.430326E-07, -1.800512E-07
0.9198, -8.162135E-07, 4.401043E-07, -1.775853E-07
0.9199, -8.193928E-07, 4.26087E-07, -1.862739E-07
0.92, -8.193169E-07, 4.049434E-07, -1.969846E-07
0.9201, -8.049076E-07, 3.779065E-07, -2.036438E-07
0.9202, -7.811046E-07, 3.608211E-07, -2.006257E-07
0.9202999, -7.624007E-07, 3.686591E-07, -1.874453E-07
0.9204, -7.567858E-07, 3.887238E-07, -1.744851E-07
0.9205, -7.649049E-07, 3.980738E-07, -1.737241E-07
0.9206, -7.769998E-07, 3.805042E-07, -1.886019E-07
0.9207, -7.722574E-07, 3.580469E-07, -1.97686E-07
0.9208, -7.547295E-07, 3.418057E-07, -1.973241E-07
0.9209, -7.286503E-07, 3.372921E-07, -1.867962E-07
0.921, -7.192717E-07, 3.339013E-07, -1.839088E-07
0.9211, -7.227469E-07, 3.294612E-07, -1.878744E-07
0.9212, -7.318599E-07, 3.216599E-07, -1.963206E-07
0.9213, -7.42498E-07, 3.210436E-07, -2.018644E-07
0.9214, -7.382944E-07, 3.369252E-07, -1.917244E-07
0.9215, -7.141272E-07, 3.558306E-07, -1.70232E-07
0.9216, -6.807788E-07, 3.623551E-07, -1.505191E-07
0.9217, -6.617031E-07, 3.551996E-07, -1.447776E-07
0.9218, -6.717114E-07, 3.598231E-07, -1.473481E-07
0.9219, -6.879948E-07, 3.658262E-07, -1.523025E-07
0.922, -6.935187E-07, 3.677122E-07, -1.540597E-07
0.9220999, -6.817348E-07, 3.661638E-07, -1.490531E-07
0.9222, -6.592977E-07, 3.742294E-07, -1.339214E-07
0.9223, -6.312E-07, 3.932302E-07, -1.10448E-07
0.9224, -6.079131E-07, 4.000554E-07, -9.552915E-08
0.9225, -5.950063E-07, 3.98228E-07, -9.01122E-08
0.9226, -6.074428E-07, 3.838731E-07, -1.035238E-07
0.9227, -6.2233E-07, 3.681602E-07, -1.188308E-07
0.9228, -6.322321E-07, 3.54282E-07, -1.307541E-07
0.9229, -6.162977E-07, 3.540617E-07, -1.230317E-07
0.923, -5.875323E-07, 3.494675E-07, -1.112241E-07
0.9231, -5.610205E-07, 3.48205E-07, -9.883087E-08
0.9232, -5.454883E-07, 3.367564E-07, -9.701393E-08
